System ID,Place name,Discriminator,Place name type,Place type,Broader Terms,Display Term,Use For,Related Terms,Scope Note,GeoNames Score,GeoNames URI,GeoNames toponymName,GeoNames Lat,GeoNames Lng,GeoNames fcodeName,GeoNames altNames,Wikipedia Score,Wikipedia URI,Wikipedia Title,Wikipedia Lat,Wikipedia Lng,Wikipedia Summary,Wikipedia Feature,Pleiades Score,Pleiades URI,Pleiades Title,Pleiades Lat,Pleiades Lng,Pleiades Description,Pleiades Names,TM Score,TM URI,TM Standard Name,TM Full Name,TM Lat,TM Lng
x21094,Alexandria,Egypt,modern,K,Nile Delta,,"Iskandariya, el-~Raqote~el-Iskandariya",,,100,https://sws.geonames.org/361058,Alexandria,31.20176,29.91582,seat of a first-order administrative division,Alexandria|ALY|Al Iskandariyah|Al Iskandarīyah|Alegsandiri|Alegsàndiri|Alehandriya|Aleixandria|Aleixandría|Alejandria|Alejandría|Aleksandria|Aleksandrii|Aleksandrij|Aleksandrija|Aleksandrio|Aleksandriya|Aleksandrje|Aleksandryja|Aleksandryjo|Alesandria dEgito|Alessandria|Alessandria d'Egitto|Alessandria dEggittu|Alessandria e Naggitto|Alexandreia|Alexandria Magna|Alexandrie|Alexandrië|Alexandría|Alexàndria|Ałesandria dEgito|Cathair Alastair|El Iskandariya|El Iskandarīya|Iskandariah|Iskandariya|Iskandariyah|Iskandri|Iskenderiye|Iskindiriya|Iskindirîya|Lisandria dEgittu|Lisàndria dEgittu|Ol'oksandrija|Taskendrit|alaksantriya|alaskndryt|alegjandriya|alekajandriya|alekcantiriya|alekjhandriya|aleksandria|aleksandriya|allegsandeulia|arekusandoria|askndryh|elekjhandriya|sikadari'a|sikandariya|xa lek san de riy|ya li shan da gang|ya li shan zhuo|yەskەndەryە|İsgəndəriyyə|İskenderiye|Αλεξάνδρεια|Александрий|Александрия|Александрија|Александрыя|Александрія|Искандри|Искәндәриә|Ӧльӧксандрия|Ալեքսանդրիա|אלכסנדריה|אלעקסאנדריע|ئەسکەندەریە|اسكندريه|اسکندریه|اسکندریہ|الإسكندرية|ܐܠܟܣܢܕܪܝܐ|अलेक्झांड्रिया|सिकन्दरिया|আলেকজান্দ্রিয়া|আলেক্সান্ড্রিয়া|ਸਿਕੰਦਰੀਆ|એલેક્ઝાન્ડ્રિયા|அலெக்சாந்திரியா|అలెగ్జాండ్రియా|ಅಲೆಕ್ಸಾಂಡ್ರಿಯ|അലക്സാണ്ട്രിയ|อะเล็กซานเดรีย|ཡ་ལི་ཧྲན་ད|အလက်ဇန္ဒရီးယားမြို့|ალექსანდრია|እስክንድርያ|アレクサンドリア|亚历山大港|亞歷山卓|亞歷山大港|알렉산드리아,100,en.wikipedia.org/wiki/Alexandria,Alexandria,31.1980556,29.9191667,"Alexandria (or ; Arabic: '; '; Ancient Greek:)]] is the second largest city and a major economic centre in Egypt, extending about along the coast of the Mediterranean Sea in the north central part of the country. It is also the largest city lying directly on the Mediterranean coast (...)",city,100,https://pleiades.stoa.org/places/727070,Alexandria,31.201435,29.909773,"The ancient port city in Egypt's Nile Delta, founded by Alexander the Great in 332/331 BCE.",Alexandria|Rakote|al-İskandarīya|al-Iskandariyya|al-Iskandarīya|al-Iskandariya|al-Iskandariyah|Rhakōtis|Rhakotis|Alexandreia|Alexandrea ad Aegyptum|Alexandreia ad Aegyptum,100,https://www.trismegistos.org/place/100,Alexandria,"Egypt, L00 - Alexandria",31.1982456667,29.9079146667
x116128,Alexandrian Nome,,archaic,I,Lower Egypt,,Alexandria~Alexandrian~Αλεξανδρεων Χωρας Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30369,"Amarna, el-",,modern,Q,Middle Egypt,El-Amarna,Amarna~el-Amarna~Tell el-Amarna,,,100,https://sws.geonames.org/347585,Tall al ‘Amārinah,27.65,30.96667,archaeological/prehistoric site,Tall al ‘Amārinah|Tall al `Amarinah|Achetaton|Al-Amarna|Al-Amārna|Amarna|El Amarna|El-Amarna|Tell El-Amarna|Tell el-Amarna|akht atwn|amaruna|ʼl-ʻmʼrnh|Амарна|אל-עמארנה|أخت أتون|تل العمارنة|アマルナ,,,,,,,,80,https://pleiades.stoa.org/places/149576487,Amarna,27.646149396012518,30.899323056315307,A new capital for Egypt founded by Akhenaten during his reign as pharaoh during Egypt's Eighteenth Dynasty.,العمارنة|el-Amarna|Amarna|Tell el-Amarna,50,https://www.trismegistos.org/place/2767,El-Amarna,"Egypt, U15 - El-Amarna",27.645956,30.899569
x110202,Amir Khairbak Mosque,,modern,Q,Cairo,,Emir Khairbak Mosque~Emir Kairbak Mosque,,Tabbana Quarter.,,,,,,,,,,,,,,,,,,,,,,,,,,,
x58690,Amr Mosque,,modern,Q,Fustat,,,,,83,https://sws.geonames.org/7922959,Masjid ‘Amrū Bin al ‘Āş,30.01014,31.23314,mosque,Masjid ‘Amrū Bin al ‘Āş|Masjid `Amru Bin al `As|Amr ibn al-'As|Amr ibn el-As|Gamaʼ Aʼmrou|Gâmaʼ Aʼmrou|Jami' 'Amr ibn al-'As|Mosque of 'Amr ibn al-'As|Mosque of ‘Amr ibn al-‘Āṣ|Mosquee d'Amr ibn el-As|Mosquée d'Amr ibn el-As|`Amru Ibn al `As Mosque|mosque of 'Amr ibn al-'Asi|mosque of ‘Amr ibn al-‘Aṣī|mosquee d'Amrou|mosquee de Amr ibn el-Ass|mosquee de ʽAmr|mosquee ʿAmr ibn al-ʿAs|mosquée d'Amrou|mosquée de Amr ibn el-Âss|mosquée de ʽAmr|mosquée ʿAmr ibn al-ʿĀṣ|msjd ʿmrw bn alʿas|ʿAmr b. al-ʿAs|ʿAmr b. al-ʿĀṣ|مسجد عمرو بن العاص|‘Amrū Ibn al ‘Āş Mosque,72,en.wikipedia.org/wiki/Al-Azhar_Mosque,Al-Azhar Mosque,30.0457,31.2627,"Al-Azhar Mosque (""mosque of the most resplendent"") is a mosque in Islamic Cairo in Egypt. Al-Mu'izz li-Din Allah of the Fatimid Caliphate commissioned its construction for the newly established capital city in 970 (...)",landmark,,,,,,,,,,,,,
x30641,"Amra, el-",,modern,Q,Upper Egypt,El-Amra,El-Amra,,,100,https://sws.geonames.org/361583,‘Izbat al ‘Āmirah,31.14166,31.90446,populated place,‘Izbat al ‘Āmirah|`Izbat al `Amirah|Al `Amirah|Al ‘Āmirah|El-`Amra|El-‘Âmra|عزبة العامرة,,,,,,,,,,,,,,,50,https://www.trismegistos.org/place/4907,El-Amra,"Egypt, U08 - El-Amra",26.133333333333333,31.983333333333334
x30326,Aniba,Nubia,modern,Q,Upper Egypt~Nubia (Africa),,,,,,,,,,,,62,en.wikipedia.org/wiki/Aniba_%28Nubia%29,Aniba (Nubia),22.730555555555554,32.003055555555555,"Aniba was a village in Nubia, about 230 km south of Aswan. The place is today flooded by the Lake Nasser. In ancient times it was an important town and called Miam. The region around the town was one of the most fertile in Lower Nubia (...)",landmark,70,https://pleiades.stoa.org/places/438709,Castra Aniba,,,"An ancient place, cited: BAtlas 44 unlocated Castra Aniba",Castra aniba|Castra Aniba,100,https://www.trismegistos.org/place/3445,Aniba,"Egypt, Aethiopia - Aniba",22.666666666666668,32.016666666666666
x51265,Antaeopolite Nome,,archaic,I,Upper Egypt,,Antaeopolis~Antaeopolite~Ανταιοπολιτης Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,69,https://pleiades.stoa.org/places/756516,Antaiopolites Nomos,27.25,31.75,"An ancient place, cited: BAtlas 77 F2 Antaiopolites Nomos",Antaiopolites Nomos,40,https://www.trismegistos.org/place/3020,Antaiopolites,"Egypt, U10a - Antaiopolites",,
x271367,Antinoupolis,,modern,Q,Sheikh Ibada,,Antinoopolis~Antinoe,,"Sheikh Ibada is the modern village adjacent to, and now encroaching upon, the ancient city of Antinoupolis.",,,,,,,,,,,,,,,85,https://pleiades.stoa.org/places/756518,Antinoopolis,27.8105625,30.8810025,"An ancient city in Egypt established by Hadrian in A.D. 122 in honor of Antinous. The city stood on the east bank of the Nile, opposite Hermopolis.",Antinoopolis|Ansina|Antinoe,46,https://www.trismegistos.org/place/2774,Antinoopolis,"Egypt, U15 - Antinoopolis (El-Sheikh Ibada)",27.8105625,30.8810025
x51750,Aphroditopolite Nome,,archaic,I,Middle Egypt,,Aphroditopolis~Aphroditopolite~Αφροδειτοπολιτης Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,67,en.wikipedia.org/wiki/Busiris_%28Aphroditopolis%29,Busiris (Aphroditopolis),30.945,29.509722222222223,"Busiris (Greek:) was an ancient city of Middle Egypt, in the Aphroditopolite nome, on the west bank of the Nile, southwest of Aphroditopolis (the modern city of Atfih).  (...)",city,81,https://pleiades.stoa.org/places/736890,Aphroditopolites Nomos,29.25,31.25,"An ancient place, cited: BAtlas 75 E2 Aphroditopolites Nomos",Aphroditopolites Nomos,42,https://www.trismegistos.org/place/4226,Aphroditopolites,"Egypt, U10a - Aphroditopolites",,
x29011,Apollinopolis Magna,,modern,K,Edfu,,,,,100,https://sws.geonames.org/355635,Idfū,24.97916,32.87722,populated place,Idfū|Idfu|Apollinopolis Magna|Apollonopolis Magna|Edfou|Edfu|Edfú|Ehdfu|Idfu Bahari|Idfu Bahri|Idfu Baḥari|Idfū Baḩri|adfw|edofu|Едфу|Эдфу|إدفو|エドフ,,,,,,,,90,https://pleiades.stoa.org/places/785974,Apollonopolis Magna,24.9803375,32.873196,"The city of Apollonopolis Magna was located on the west bank of the Niles, south of Thebes. As the seat of Horus, Greeks regarded it as a site connected with Apollo. It served as the capital of the second nome of Upper Egypt.",Apollonopolis Magna|Edfu|Behdet|Edfou|إدفو|Idfu|Idfū|EOah|Ἀπόλλωνος πόλις|Apollonos polis,,,,,,
x29010,Apollinopolis Parva,,archaic,K,Upper Egypt,,,,,100,https://sws.geonames.org/350422,Qūş,25.91544,32.76287,populated place,Qūş|Qus|Apollinopolis Parva|Apollonopolis Parva|Kousa|QUS|QŪṢ|qws|قوص,,,,,,,,66,https://pleiades.stoa.org/places/785975,Apollonopolis Parva/Diocletianopolis,25.8851095,32.736555499999994,"The ancient settlement of Apollonopolis Parva/Diocletianopolis, modern Qus.",Apollonopolis Parva|Diocletianopolis|Qus,,,,,,
x51754,Apollonopolite Nome,,archaic,I,Upper Egypt,,Apollonopolis~Apollonopolite~Απολλωνοπολιτης Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,81,https://pleiades.stoa.org/places/727074,Apollonopolites Nomos,30.75,32.25,"An ancient place, cited: BAtlas 74 G3 Apollonopolites Nomos",Apollonopolites Nomos,41,https://www.trismegistos.org/place/2717,Apollonopolites,"Egypt, U02 - Apollonopolites",,
x93479,Arab Museum,,modern,Q,Cairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30613,"Araba el-Madfuna, el-",Abydos,modern,Q,Upper Egypt~Abydos,El-Araba el-Madfuna (Abydos),El-Araba el-Madfuna,,,100,https://sws.geonames.org/357946,Al ‘Arābā al Madfūnah,26.18658,31.91636,archaeological/prehistoric site,Al ‘Arābā al Madfūnah|Al `Araba al Madfunah|Al `Arabah al Madfunah|Al ‘Arābah al Madfūnah|El-'Araba el-Madfuna|El-’Arâba el-Madfûna|العرابا المدفونة,100,en.wikipedia.org/wiki/El_Araba_El_Madfuna,El Araba El Madfuna,26.18095,31.90066,"El Araba El Madfuna (al-ʿarabä al-madfūnä, meaning 'the Buried Cart', also known as Arabet Abydos) is a town in Egypt. It is located south of Sohag.  (...)",,,,,,,,,,,,,,
x116129,Arabian Nome,,archaic,I,Lower Egypt,,Arabia~Arabian~Αραβιας Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,69,https://pleiades.stoa.org/places/727075,Arabia Nomos,30.75,31.75,"An ancient place, cited: BAtlas 74 F3 Arabia Nomos",Arabia Nomos,,,,,,
x29001,Armant,,modern,K,Upper Egypt,,Erment,,,100,https://sws.geonames.org/360170,Armant,25.61988,32.54305,populated place,Armant|Armanat|Armant Gharb|Ermont|Hermonthis|Hermōnthis|armnt|أرمنت,50,en.wikipedia.org/wiki/Hermonthis,Hermonthis,25.6166,32.55,"The modern town of Armant (ancient Egyptian Iuny; Coptic: Erment; known in Greek as Hermonthis), is located about 12 miles south of Thebes, in Egypt. It was an important Middle Kingdom town, which was enlarged during the Eighteenth Dynasty (...)",landmark,,,,,,,,50,https://www.trismegistos.org/place/812,Hermonthis,"Egypt, U04a - Hermonthis (Armant)",25.550269,32.508054
x51751,Arsinoite Nome,,archaic,I,Middle Egypt,,Arsinoe~Arsinoite~Αρσινοειτης Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30358,Asasif,Thebes,modern,Q,Upper Egypt~Thebes (historic - Upper Egypt),,,,,100,https://sws.geonames.org/361539,Al ‘Asāsīf,25.73333,32.61667,populated place,Al ‘Asāsīf|Al `Asasif|Asasif|El Asasif,,,,,,,,,,,,,,,,,,,,
x109454,Ash Shaykh Timay,,modern,Q,Middle Egypt,,Esh Sheikh Timai~El Sheikh Timai,,,100,https://sws.geonames.org/359972,Ash Shaykh Timay,27.86725,30.84237,populated place,Ash Shaykh Timay|El Sheikh Timai|Esh Sheikh Timai|alshykh tmy|الشيخ تمي,,,,,,,,,,,,,,,,,,,,
x58822,Ashmun,,modern,K,Lower Egypt,,,,,100,https://sws.geonames.org/360048,Ashmūn,30.29735,30.97641,populated place,Ashmūn|Ashmun|ASHMUN|ASHMŪN|ashmwn|أشمون,,,,,,,,,,,,,,,100,https://www.trismegistos.org/place/3710,Ashmun,"Egypt, L04? - Ashmun",30.294054,31.034203
x30332,"Ashmunein, el-",,modern,Q,Middle Egypt,El-Ashmunein,"Ashmounein~Hermopolis Magna~Khmun~Ashmûnein, el-",,,100,https://sws.geonames.org/361538,Al Ashmūnīn,27.77585,30.80353,populated place,Al Ashmūnīn|Al Ashmunin|Al Ashmunayn|Al Ashmūnayn|El Ashmunein|El Ashmūnein|Hermopolis Magna|Hermou Polis Megale|Hermupolis|alashmwnyn|الأشمونين,,,,,,,,,,,,,,,,,,,,
x22601,Aswan,,modern,K,Upper Egypt,,Assouan,,,100,https://sws.geonames.org/359792,Aswan,24.09082,32.89942,seat of a first-order administrative division,Aswan|ASW|Assouan|Assuan|Assuao|Assuão|Asszuan|Asszuán|Asuan|Asuanas|Asuano|Asuán|Asvan|Aswán|Aswân|Aswān|Es-Suan|Eswan|Syena|Syene|Syeue|a si wang|aseuwan|asuani|asuwan|asvana|aswan|Ασσουάν|Асуан|אסואן|أسوان|اسوان|आस्वान|ასუანი|アスワン|阿斯旺|아스완,100,en.wikipedia.org/wiki/Aswan,Aswan,24.088919444444443,32.89973055555556,"Aswan (; ' ; Ancient Egyptian: '; '; '), formerly spelled Assuan, is a city in the south of Egypt, the capital of the Aswan Governorate. Aswan is a busy market and tourist centre located just north of the Aswan Dams on the east bank of the Nile at the first cataract (...)",city,,,,,,,,,,,,,
